0,1,2,3
4.17022004702574,7.203244934421581,0.0011437481734488664,1
1.4675589081711304,0.923385947687978,1.862602113776709,0
3.9676747423066994,5.3881673400335695,4.191945144032948,1
2.0445224973151745,8.781174363909454,0.27387593197926163,1
4.17304802367127,5.586898284457517,1.4038693859523377,1
8.007445686755366,9.682615757193975,3.1342417815924284,1
8.763891522960384,8.946066635038473,0.8504421136977791,0
1.698304195645689,8.78142503429413,0.983468338330501,1
9.57889530150502,5.331652849730171,6.9187711395047335,1
6.865009276815837,8.346256718973729,0.18288277344191806,1
9.888610889064948,7.481656543798394,2.804439920644052,1
1.0322600657764203,4.478935261759052,9.085955030930956,0
2.877753385863487,1.3002857211827767,0.19366957870297075,0
2.1162811600005904,2.655466593722262,4.9157315928033825,1
5.741176054920131,1.4672857490581015,5.893055369032842,0
1.0233442882782584,4.140559878195683,6.944001577277451,0
0.4995345894608716,5.358964059155116,6.637946452197888,0
9.445947559908133,5.865550405019929,9.034019152878836,1
1.3927634725075855,8.073912887095238,3.9767683698553355,1
9.275085803960339,3.477658597455066,7.508121031361555,1
8.833060912058098,6.236722070556089,7.509424340273371,1
2.6992789176502607,8.958862181960669,4.280911898712949,1
6.634414978184481,6.216957202091217,1.1474597295337519,1
4.499121334799405,5.783896143871318,4.081368027612812,1
9.033795205622537,5.7367948667228585,0.0287032703115897,1
3.2664490177209613,5.270581022576093,8.859420993107745,1
9.085351509197992,6.233601157918027,0.15821242846556283,1
6.90896917516924,9.973228504514806,1.7234050834532855,1
9.325954630371635,6.9681816148990015,0.6600017272206249,1
7.538761884612464,9.230245355464833,7.115247586284718,1
0.19880133839795588,0.2621098687771928,0.28306488020794607,0
8.60027948682888,5.388310643416529,5.528219786857659,1
1.2417331511991114,2.791836790111395,5.857592714582879,0
5.6103021925571,0.1864728937294302,8.006326726806163,0
8.071051956187791,3.8786064406417173,8.635418545594288,1
5.562402339904189,1.3645522566068502,0.5991768951221166,0
0.44551878544761725,1.074941291060929,2.257093386078547,0
5.597169820541424,0.12555980159115854,0.7197427968948678,0
5.681004619199421,2.032932346609905,2.5232574457032344,0
1.954294811093188,5.813589272732578,9.700199890883123,0
2.398477591475862,4.937697142687299,6.1995571838137975,0
1.5679139464608427,0.18576202177409518,0.7002214371922233,0
6.0632946165333035,5.688514370864813,3.1736240932216075,1
5.797452192457969,3.801411726235504,5.509482191178968,1
6.6923289345318455,2.649195576628094,0.6633483442844157,1
6.297175070215645,2.1017400991483957,7.527555537388139,0
2.6031509857854096,8.047545637433455,1.9343428262332774,1
5.246703091237337,9.248079703993508,2.6329677048711098,0
7.350659632886694,7.721780295432468,9.07815852503524,1
0.13951572975597015,2.3436208612142053,6.167783570016576,0
9.501761192470797,5.566531881951564,9.156063497662746,1
3.9000771414124626,4.859906670969098,6.0431048291997325,1
9.261814267064537,9.187334356336061,3.948756129235549,1
1.7395566668046436,1.2632951943963733,1.3507915804673132,0
0.21524805274197978,9.47970211217681,8.271154711707325,0
1.7619625557505525,3.3206357436683698,1.309968448109169,0
3.4473665268329343,9.401074823333671,5.8201417994708,1
8.447344453922218,9.053923187086493,4.598802658168069,1
7.986035911520394,2.8571885173414757,4.902535226199277,1
0.15533275550835723,5.934814081966372,4.336763489894583,0
3.1524480309537295,8.928887085251514,5.778572152845355,1
7.879292338255043,6.120311770449339,0.5390927207375296,1
6.790688365654296,9.18601777977526,0.004020248913574331,1
3.7658031474577447,9.737835383583226,6.04716100974053,1
5.747115047081023,6.2807619830735035,2.8557628169569393,1
7.5002176370266,8.583138364290424,7.550821884676802,1
8.644794300545998,3.2268099683674647,6.707887907875873,1
3.8210275203151722,4.108113499221856,4.014795834695406,0
6.2191936792030145,4.302472708212644,9.738020779272523,1
1.9856988842711087,4.267010093480328,3.43346239774423,0
8.799982885634318,9.038419558263719,6.627198123752622,1
2.5236670150458975,8.548979426974023,5.277146463087466,1
5.724885171916063,7.331425252875111,5.190116274640558,1
5.688579907047155,4.657098785919809,3.4268890795328177,0
3.7792417932809985,0.7962607769825236,9.82817113730445,0
8.118586977205398,8.749616449558982,6.884132523859433,1
1.6097143681560877,4.668800227633064,3.45172051155215,0
5.925118687657967,3.1226983770191694,9.163055534683508,1
2.5711829378219617,1.108913007440292,1.9296273201911285,0
7.2858566797459625,2.081944384087915,2.480335583772307,1
4.158487182675273,6.166850671552362,2.3366613923925006,1
5.158570169685298,4.771409870497823,1.5267164409316325,1
5.440101188139382,6.541373469707443,1.445455401246598,1
2.220491397999227,5.19351824366033,7.8529602822161895,1
3.243624597261865,8.72922376400111,8.447096076020696,1
8.66608274166513,9.498059913536265,8.264069976293413,1
0.9874340182034835,6.51304332340991,7.03516988152653,0
7.996152617360281,0.3457121987163425,7.702387345549799,1
2.596983932983531,2.5706929882214666,6.323033174301278,0
7.965886780072875,4.461462320034572,7.827494147841719,1
3.0024833953390004,1.4300582825809938,9.013084363492737,0
9.747403708550822,6.366044000018972,9.939130246104789,1
5.264259339055213,1.354279030721699,3.5570517098388112,1
1.603951795196491,7.456371927074961,0.3039968992878883,1
8.623462528380442,6.926777175073543,6.909421420661685,1
4.419042807484233,5.8157740734429115,9.897517076637053,1
2.4773290176235485,2.6217308377291193,7.501724132979928,0
0.5692943841109499,5.085162406102396,2.1196016464367595,0
2.9733138150727223,0.2760601195450363,5.93432449464621,0
3.8101612406221417,7.4985831072614335,5.111414782971282,1
9.594343210617524,8.039608914986468,0.3232306662357398,1
4.6500148156350605,9.475489413950998,2.214327343234883,1
0.81473964877262,4.2861882866378656,1.090187640190683,0
8.029632373737378,6.9680049612017845,7.662113810757704,1
8.458514830276776,4.287687749994426,8.240098704123188,1
1.4342304867024491,0.7838689985494796,0.1833264291300729,1
4.585838137084318,1.1334192276759048,0.27783348848669953,0
3.948504804606394,7.469384956075251,4.524048267464515,1
4.7807250671783095,4.74003926562194,8.031633421141697,1
9.04686160343623,0.37061047954035864,7.738743427204186,1
